FBgn0260744	embryo 20-22hr	6
FBgn0260744	embryo 22-24hr	7
FBgn0260744	embryonic 1182-4H	18
FBgn0260744	embryonic GM2	22
FBgn0260744	embryonic Kc167	38
FBgn0260744	embryonic S1	29
FBgn0260744	embryonic S3	15
FBgn0260744	eye-antennal disc ML-DmD11	21
FBgn0260744	haltere disc ML-DmD17-c3	44
FBgn0260744	larva L1	8
FBgn0260744	larva L2	9
FBgn0260744	larva L3 12hr old	14
FBgn0260744	larva L3 late, Zn 5mM	8
FBgn0260744	larva L3 puffstage 1-2	67
FBgn0260744	larva L3 puffstage 3-6	98
FBgn0260744	larva L3 puffstage 7-9	121
FBgn0260744	larva L3, Caffeine 1.5mg/ml	30
FBgn0260744	larva L3, Cd 12hr	59
FBgn0260744	larva L3, Cd 6hr	25
FBgn0260744	larva L3, Cu 0.5mM	20
FBgn0260744	larva L3, EtOH 10	23
FBgn0260744	larva L3, EtOH 2.5	28
FBgn0260744	larva L3, EtOH 5	28
FBgn0260744	larva L3, Rotenone 2μg	26
FBgn0260744	larva L3, Rotenone 8μg	15
FBgn0260744	leg disc CME L1	15
FBgn0260744	mixed discs ML-DmD4-c1	20
FBgn0260744	ovary OSC	6
FBgn0260744	ovary OSS	4
FBgn0260744	ovary fGS/OSS	13
FBgn0260744	tumorous blood cells mbn2	19
FBgn0260744	white prepupae new	122
FBgn0260744	wing disc CME-W2	31
FBgn0260744	wing disc ML-DmD16-c3	16
FBgn0260744	wing disc ML-DmD21	22
FBgn0260744	wing disc ML-DmD32	20
FBgn0260744	wing disc ML-DmD8	34
FBgn0260744	wing disc ML-DmD9	21
FBgn0026400	4-day Adult, Caffeine 2.5mg/ml	97
FBgn0026400	4-day Adult, Caffeine 25mg/ml	84
FBgn0026400	4-day Adult, Cd 0.05M	80
FBgn0026400	4-day Adult, Cd 0.1M	121
FBgn0026400	4-day Adult, Cu 15mM	154
FBgn0026400	4-day Adult, Paraquat 10mM	84
FBgn0026400	4-day Adult, Paraquat 5mM	88
FBgn0026400	4-day Adult, Zn 4.5mM	83
FBgn0026400	4-day Adult, cold 1	79
FBgn0026400	4-day Adult, cold 2	43
FBgn0026400	4-day Adult, heatshock	89
FBgn0026400	A 1d carcass	27
FBgn0026400	A 1d dig sys	35
FBgn0026400	A 20d carcass	22
FBgn0026400	A 20d dig sys	31
FBgn0026400	A 4d carcass	43
FBgn0026400	A 4d dig sys	49
FBgn0026400	A MateF 1d head	26
FBgn0026400	A MateF 20d head	17
FBgn0026400	A MateF 4d head	52
FBgn0026400	A MateF 4d ovary	171
FBgn0026400	A MateM 1d head	33
FBgn0026400	A MateM 20d head	54
FBgn0026400	A MateM 4d acc gland	34
FBgn0026400	A MateM 4d head	53
FBgn0026400	A MateM 4d testis	181
FBgn0026400	A VirF 1d head	28
FBgn0026400	A VirF 20d head	12
FBgn0026400	A VirF 4d head	37
FBgn0026400	A VirF 4d ovary	104
FBgn0026400	CNS ML-DmBG1-c1	101
FBgn0026400	CNS ML-DmBG2-c2	48
FBgn0026400	L3 CNS	52
FBgn0026400	L3 Wand carcass	41
FBgn0026400	L3 Wand dig sys	29
FBgn0026400	L3 Wand fat	25
FBgn0026400	L3 Wand imag disc	60
FBgn0026400	L3 Wand saliv	29
FBgn0026400	P15	28
FBgn0026400	P5	32
FBgn0026400	P6	37
FBgn0026400	P8	36
FBgn0026400	P8 CNS	37
FBgn0026400	P8 fat	62
FBgn0026400	P9-10	29
FBgn0026400	Schneider line 2 S2R+	141
FBgn0026400	Schneider line 2 Sg4	86
FBgn0026400	WPP fat	30
FBgn0026400	WPP saliv	16
FBgn0026400	adult female 01day	46
FBgn0026400	adult female 05day	64
FBgn0026400	adult female 30day	66
FBgn0026400	adult male 01day	33
FBgn0026400	adult male 05day	39
